id,hotel_name,hotel_description,star_classification,auto_confirmation,triggers,hotel_classification,longitude,latitude,provider,hotel_address,trip_advisor_link,hotel_image,country,city,micro_location,hotel_status,start_date,end_date,vendor_id,updated_by,created_at,updated_at,additional_data_1,markup,sub_description,deleted_at,temp_column
26,Hotel Pegasus Reef,"With over four decades of experience, Pegasus Reef is a pioneer in Sri Lanka’s travel and tourism industry, now recognized as one of the leading star-rated beach hotels in Wattala. Offering modern facilities, spacious rooms, romantic suites, and delectable local and international cuisine, we cater to intimate getaways, corporate events, stunning weddings, and unforgettable memories. Nestled between lush tropical gardens and the cerulean Indian Ocean, our hotel is conveniently located just 24 km from Bandaranaike International Airport and 13 km from Colombo city centre, providing a tranquil retreat for both leisure and corporate travelers.",4,0,0,4,79.8689281,6.9998809,1,"Palliyawatha-, Wattala, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g2467812-d579219-Reviews-Pegasus_Reef_Hotel-Western_Province.html,https://d18l2z6grn4mq4.cloudfront.net/2016/01/the-fishery-night-shot.jpg,LK,Colombo,Colombo,0,2024-09-15,2025-09-15,162,,2024-10-08 00:00:00,2024-10-21 11:29:28,,18,Pegasus Reef: tranquil beach hotel for unforgettable getaways and events.,,
27,Hilton Colombo,"Hilton Colombo is centrally located in Colombo’s business district. With a variety of accommodation options ranging from comfortable guest rooms to spacious suites, this hotel offers stunning views of the Indian Ocean. Catering to both leisure and productivity, every stay is enhanced by an array of amenities and facilities, including a gym, pool, and karaoke bar. Hilton Colombo proudly features a connecting bridge to the World Trade Centre and boasts delightful dining options that include Italian, Japanese, Indian, Chinese, Western, and local cuisine.",5,0,500,4,79.845226,6.932339,1,"2 Sir Chittampalam A Gardiner Mawatha, Colombo 02, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d306379-Reviews-Hilton_Colombo-Colombo_Western_Province.html,https://www.hilton.com/im/en/COLHITW/20151082/lotus-pond.jpg?impolicy=crop&cw=5000&ch=3255&gravity=NorthWest&xposition=0&yposition=41&rw=768&rh=500,LK,Colombo,Colombo,1,2024-09-15,2025-09-15,163,,2024-10-08 00:00:00,2024-11-25 08:03:58,,18,Hilton Colombo: central luxury hotel with diverse dining and amenities.,,
28,Araliya Green Hills,"<p>Araliya Green Hills Hotel offers a luxurious retreat nestled in the heart of Nuwara Eliya, blending modern elegance with the charm of the hill country. Experience stunning mountain views, impeccable service, and premium amenities, perfect for a tranquil getaway or a memorable vacation. Indulge in world-class dining, relaxing spa treatments, and a serene atmosphere at this exquisite hotel.</p>",4,0,0,4,80.7644818,6.967075,1,"10 Glenfall Rd, Nuwara Eliya, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g608524-d5999727-Reviews-Araliya_Green_Hills_Hotel-Nuwara_Eliya_Central_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/HRxT3FfbknAJP5ieIm3IJIcM6ziZ865R8jDCDLXC.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/qlxKRmbTaAi9Qz7rrOUEV8nSQiYeAMrhOr9WMqRF.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/k1VFu23BX1sSq2eBKlMyAWDZMPbvz4k9MgzZ61dh.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/gu4faVSavP6XOtAfpzajVBOyFvkLzNKvnb2dFvgx.png",LK,Nuwara Eliya,Nuwara Eliya,1,2024-12-05,2025-04-30,164,792,2024-10-08 00:00:00,2024-12-05 04:22:08,USD,18,Araliya Green Hills Hotel: Luxurious retreat in Nuwara Eliya with stunning mountain views.,,
29,Grand Kandyan,"Situated in the heart of City of Kandy, The Grand Kandyan five-star luxury hotel is the perfect heaven for those with time to explore Kandyan warm hospitality and diverse cultures. Just 10 minutes from ‘Sri Dalada Maligawa’, The Temple of the Sacred Tooth Relic of Buddha, which is the most popular attraction in UNESCO World Heritage City, Kandy. As its name suggests, The Grand Kandyan is the epitome of extravagance and profusion with a beautiful and scenic atmosphere with the makings of an unforgettable stay for our guests. At The Grand Kandyan, guests are treated with the reverence, respect, and care given to royalty. With the plethora of things to do and see, one loses track of time at this majestic, luxurious retreat. Relax in fully air-conditioned and elegantly furnished rooms, unwind in our swimming pool, take a tour with one of our own tour guides, indulge in a productive workout, or just drift off under the soothing hands of our expert masseuses in our spa.",5,0,500,4,80.6369287,7.3030005,1,"89/10 Lady Gordern's Dr, Kandy, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304138-d7322201-Reviews-The_Grand_Kandyan_Hotel-Kandy_Kandy_District_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/I75RIcLOa5Lq7wnWRM1t5mnZs0Oj4BE37Sej00fC.jpg,LK,Kandy,Kandy,0,2024-10-03,2025-04-30,165,165,2024-10-08 00:00:00,2024-12-16 04:47:36,,18,"The Grand Kandyan: Extravagant hotel in Kandy, near Sacred Tooth Relic Temple.",,
30,Pearl Grand,"<p>Located in Colombo, 400 metres from Bambalapitiya Beach, Pearl Grand By Rathna provides accommodation with an outdoor swimming pool, free private parking, a fitness centre, and a terrace. The property features a bar and a restaurant serving American cuisine. The accommodation offers a 24-hour front desk, airport transfers, room service, and free WiFi. Each room is equipped with air conditioning, a desk, a balcony with a city view, a private bathroom, a flat-screen TV, bed linen, and towels. Guest rooms also include a safety deposit box, and some offer sea views. A buffet, continental, or Full English/Irish breakfast is available daily. Popular points of interest nearby include Milagiriya Beach, Kollupitiya Beach, and Bambalapitiya Railway Station. The nearest airport is Diyawanna Oya Seaplane Base Airport, 8 km from the accommodation.</p>",3,0,0,,79.8552425,6.8961451,,"No. 09, Edward Lane, Colombo 03, Colombo, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d3795304-Reviews-Pearl_Grand_Hotel-Colombo_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/7XHsPaaTmg79xGduxhdlMJNoyL6jM4XthotrzHf3.jpg,LK,Colombo,Colombo,1,2025-01-21,2025-10-31,166,792,2024-10-08 00:00:00,2025-01-21 11:13:13,USD,18,"Pearl Grand By Rathna: Modern Colombo hotel with pool, restaurant, and city views.",,
31,Radisson Hotel Colombo (OZO Colombo),"<p>Experience the perfect blend of city convenience and oceanfront relaxation at Radisson Hotel Colombo, located just 700 meters from Wellawatte Beach. Our 158 thoughtfully designed rooms ensure a restful stay, while our dining venues offer a delightful mix of authentic Sri Lankan and international cuisine. Enjoy our comfortable meeting rooms, a fully equipped fitness center, and a stylish rooftop oasis featuring a bar, lounge, and infinity pool. Join us for a memorable escape in the heart of Colombo.</p>",4,0,0,4,79.855771,6.88236,1,"36-38 Clifford Pl, Colombo 00400, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d5279732-Reviews-OZO_Colombo-Colombo_Western_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/AwYG7xfSVaxKhMwgIObyKWD1sq8Ns27ojs9kNAKS.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/K2BIPsg6mEfF8Ioyg5ZnpCTgbPtWNPPEsGpe7o4s.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/ykT68tfeDYEbhzpjFpRAd2p1LBBgvgsZgsFluopy.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/1Hs3ER68UUgvlGFReshgKirzFRGO64vxarvuF9tJ.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/CM34AysV4f2CH6fAjLJPMs79DvgOnEqN1ZrlJI1Z.png",LK,Colombo,Colombo,1,2024-12-23,2026-03-31,167,792,2024-10-08 00:00:00,2024-12-23 04:36:22,USD,18,Radisson Hotel Colombo: Oceanfront hotel blending city convenience with delightful dining options.,,
32,Cinnamon Red,"<p>Strategically located in Colombo, Cinnamon Red Colombo offers modern and comfortable accommodation with free WiFi access throughout the property. It features a rooftop outdoor pool and provides complimentary parking on-site. The hotel is just a 10-minute walk from Liberty Cinema Hall and 900 metres from Sri Lanka National Museum. Colombo Town Hall is about 1.2 km away, while Bandaranaike International Airport is accessible within a 1-hour drive. Fitted with carpet flooring, air-conditioned rooms include a wardrobe, in-room safe, a flat-screen satellite/cable TV, and a sofa seating area. An electric kettle and minibar are also provided. The en suite bathroom comes with towels, a hairdryer, and shower facilities. Operating a 24-hour front desk, friendly staff at Cinnamon Red Colombo can assist with currency exchange and laundry services. Vending machines are available, while barbecue facilities are offered upon request. Union Pay is accepted. The in-house restaurant serves a tasty selection of local dishes for guests to enjoy, with after-meal drinks available at the bar.</p>",3,0,0,4,79.855287,6.912114,1,"59 Ananda Coomaraswamy Mawatha, Colombo 03 00700, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d6912248-Reviews-Cinnamon_Red_Colombo-Colombo_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/WJ27O7DVHq56JXhPwa00GNp3BCsTHXKV1RL0EOkz.jpg,LK,Colombo,Colombo,1,2024-10-08,2025-03-31,168,168,2024-10-08 00:00:00,2024-10-08 10:37:25,USD,18,Cinnamon Red Colombo: Modern hotel in Colombo with rooftop pool and free WiFi.,,
33,Marina Beach - Bentota,"<p>Enjoying sweeping sea views, Marina Bentota is situated on the borders of the Indian Ocean and Bentara River Lagoon. The property features an outdoor pool, snorkeling activities, and free internet access. This elegant accommodation is located just 300 metres from Bentota Railway Station and Bentota Bus Stand. The Sea Turtle Hatchery is 7 km away, while Bandaranaike International Airport is 125 km away. Rooms at Marina Bentota boast a private balcony and spa bathtub, with a minibar, seating area, and flat-screen TV included. Bathroom facilities are en suite. This beachfront property houses a 24-hour front desk with luggage storage space. The staff can organize barbecues and diving sessions, and airport shuttle services and car rentals are available at a surcharge. Guests can select from an array of cuisines, including Sri Lankan, Italian, Thai, and Chinese dishes, all available at the in-house restaurant, with room service options possible.</p>",3,0,0,4,79.9948078,6.4287748,1,"National Holiday Resort, Paradise Island, Bentota 80500, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g297895-d2161120-Reviews-Hotel_Marina_Bentota-Bentota_Galle_District_Southern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/3rLpNVdRJDd5iuYsW4P8QQPBvFF9kXDXJPq0ZUTP.jpg,LK,Bentota,Bentota,1,2024-12-19,2025-09-15,169,792,2024-10-08 00:00:00,2024-12-19 06:57:19,USD,18,"Marina Bentota offers sea views, outdoor pool, spa bathtubs, and various cuisines at its beachfront location.",,
34,Rathna Beach Resort,"<p>Rathna Beach Resort is a serene tropical haven located in the heart of Kalutara North, Sri Lanka. Surrounded by lush greenery and set against the backdrop of the pristine coastline, the resort offers a perfect blend of luxury and tranquility. Guests can unwind in elegantly designed accommodations, savor a variety of exquisite dining options, and engage in exciting recreational activities. Ideal for romantic escapes, family vacations, or corporate retreats, the resort’s attentive team is committed to creating personalized experiences that leave lasting memories. Discover the ultimate beachfront retreat at Rathna Beach Resort, where the essence of Sri Lanka's coastal charm comes to life.</p>",4,0,0,4,80.0077262,6.3881837,1,"Galle Road, Galaboda, Induruwa 80510, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304136-d8356701-Reviews-Coco_Royal_Beach_Resort-Kalutara_Western_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/TEUY9memefCrMth14f28ZGFbuIEnlCF4dj39UYRT.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/8ls66ap8xPXxYvWmi6xBiOO0JgF3tDUIQxzkdwNw.png",LK,Bentota,Bentota,1,2024-12-04,2025-04-30,170,792,2024-10-08 00:00:00,2024-12-04 03:30:37,USD,18,"Rathna Beach Resort: A luxurious tropical getaway in Kalutara North, Sri Lanka with stunning coastline views and personalized experiences.",,
35,Kamili Beach,"Kamili Beach Resort, Kalutara, is located on the southern pristine beaches of Sri Lanka. This stunning oceanfront resort offers the finest holiday experiences in a tranquil setting. The resort is 70 km away from Colombo Airport and just a 60-minute drive from the commercial city of Colombo. Surrounded by greenery and serenity, it boasts some of the best facilities for its guests on over 3 acres of beach frontage. The resort features upscale accommodations in a naturally beautiful and relaxing environment, including 24 grandly designed oceanfront rooms with stunning views. Guests can enjoy a welcoming lobby, an outdoor pool, the 'Kamilia' all-day dining restaurant, and a lobby/pool bar, all with picturesque views. Additional highlights include a souvenir shop, travel desk, spa, library, and mini gym. Experience unforgettable moments under the stars and share a bottle of wine by the outdoor setting while listening to the sound of the waves.
",4,0,0,4,79.940259,6.629989,1,"No. 531, First Station Road, Waskaduwa, Kalutara 12580, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304136-d3335687-Reviews-Kamili_Beach_Villa-Kalutara_Western_Province.html,https://kamilibeach.com/wp-content/uploads/2022/01/kamili-01-1024x683.jpg,LK,Bentota,Bentota,1,2024-09-15,2025-09-15,171,,2024-10-08 00:00:00,2024-10-08 00:00:00,,18,Kamili Beach Resort: Oceanfront retreat in Kalutara offering upscale accommodations and serene views.,,
36,Oak Ray Regency,"<p>Oak Ray Regency is a top choice for travelers visiting Kandy, offering an ideal mix of value, comfort, and convenience in a family-friendly setting. Guests can relax in comfortable rooms featuring minibars and air conditioning, with free internet access available throughout the hotel. Amenities include a 24-hour front desk, concierge service, and 24-hour check-in, along with a pool and lounge for unwinding after a busy day. Free parking is provided for guests with vehicles. The hotel is conveniently located near landmarks such as Bahiravokanda Vihara Buddha Statue (2.0 mi) and Kandy View Point (2.3 mi). Be sure to visit nearby dining options like The Meating Restaurant and explore local art galleries, such as Weavers Finch, during your stay. Enjoy all that Kandy has to offer at Oak Ray Regency!</p>",3,0,0,4,80.60754,7.273983,1,"Deveni Rajasinghe Mawatha, Kandy, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304138-d6930082-Reviews-Oak_Ray_Regency-Kandy_Kandy_District_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/TeSPPcMHx0Rk5lUjDC1aUKIiHjFmirn1ayLMgCVU.png,LK,Kandy,Kandy,1,2024-12-03,2025-04-30,172,792,2024-10-08 00:00:00,2024-12-03 06:33:46,USD,18,"Discover why Oak Ray Regency is a top choice in Kandy, offering value, comfort, free internet, pool, and more.",,
37,Radisson Hotel Kandy (OZO Kandy),"<p>Radisson Hotel Kandy welcomes you to the heart of Kandy. Our convenient location is ideal for both business and leisure, with plenty of attractions nearby. Relax in one of our 122 stylish rooms, each equipped with thoughtful and modern amenities to ensure your stay is comfortable. Be sure to visit iconic attractions such as Dalada Maligawa (Temple of the Sacred Tooth Relic) and the serene Peradeniya Botanical Gardens. Everything you need is at your fingertips, including dining options at our on-site restaurant and rooftop bar, meeting spaces, a pool, and a fitness center.</p>",4,0,0,4,80.6427004,7.2883697,1,"31 Saranankara Rd, Kandy 20000, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304138-d7729062-Reviews-OZO_Kandy_Sri_Lanka-Kandy_Kandy_District_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/HvRzuBXfQMTAJr25nWhJdzizO1wTJVwUnkPQfq46.png,LK,Kandy,Kandy,1,2024-12-20,2025-04-30,173,792,2024-10-08 00:00:00,2024-12-20 05:03:30,USD,18,"Radisson Hotel Kandy offers 122 stylish rooms, ideal for both business and leisure travelers, with modern amenities.",,
38,Queensbury Nuwaraeliya,"<p>The Queensburry Hotel offers comfortable accommodations in Nuwara Eliya, boasting stunning views of the mountains. Guests can enjoy meals at the on-site restaurant while taking in the beautiful surroundings. The hotel features a 24-hour front desk and well-furnished rooms equipped with color televisions, satellite channels, and direct dialing telephones with IDD facilities. Free WiFi is available throughout the property. Located just 3.7 km from Gregory Lake and 10.6 km from Hakgala Botanical Garden, the hotel is easily accessible, with Mattala Rajapaksa International Airport situated 148 km away. With exceptional architecture, delicious food, and personalized services, The Queensburry Hotel ensures a memorable stay for all guests. Meeting and banquet facilities are also available for added convenience.</p>",3,0,0,,80.765659,6.9769846,1,"Chapel St, Nuwara Eliya, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g608524-d12005601-Reviews-Queensbury_Hotel-Nuwara_Eliya_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/V63RtTYs04YwWtxEoiV1bYYM2ZMHLGNnHzrysJnD.jpg,LK,Nuwara Eliya,Nuwara Eliya,1,2025-01-09,2025-09-15,174,792,2024-10-08 00:00:00,2025-01-09 11:03:51,USD,18,"Experience ultimate serenity in mystical Nuwaraeliya, nestled amidst serene mountains, offering top-notch hospitality at Queensburry.",,
